cran_package,name_length,word_count,name_freq_score,num_conflicts,conflict_type,is_same_owner,title_similarity_score,official_url,scraped_at_utc,conflict_url,stars,language,topics,created_at,pushed_at,forks_count,open_issues_count,description
ggplot2,7,1,-20.72326583694641,200,accidental,False,0.0,https://github.com/tidyverse/ggplot2,2025-08-25T15:25:28.376526+00:00,https://github.com/jbkwizera/ggplot2,0,R,,2022-07-09T21:28:16Z,2022-07-19T21:40:49Z,0,0,
ggplot2,7,1,-20.72326583694641,200,accidental,False,0.0,https://github.com/tidyverse/ggplot2,2025-08-25T15:25:30.973856+00:00,https://github.com/zihailing/ggplot2,0,R,,2017-08-27T08:50:14Z,2017-08-27T09:28:40Z,0,0,
ggplot2,7,1,-20.72326583694641,200,clone_or_imitation,False,1.0,https://github.com/tidyverse/ggplot2,2025-08-25T15:25:32.746441+00:00,https://github.com/SahaRahul/ggplot2,0,R,,2018-07-09T11:27:46Z,2018-07-09T11:28:36Z,1,0,
ggplot2,7,1,-20.72326583694641,200,accidental,False,0.0,https://github.com/tidyverse/ggplot2,2025-08-25T15:25:35.282148+00:00,https://github.com/Hajaraabibi/ggplot2,0,R,,2021-03-25T11:22:29Z,2021-03-25T11:22:51Z,0,0,
ggplot2,7,1,-20.72326583694641,200,accidental,False,0.0,https://github.com/tidyverse/ggplot2,2025-08-25T15:25:37.015640+00:00,https://github.com/danyapeters/ggplot2,0,R,,2016-10-11T17:14:39Z,2016-10-19T19:10:41Z,0,0,
ggplot2,7,1,-20.72326583694641,200,accidental,False,0.0,https://github.com/tidyverse/ggplot2,2025-08-25T15:25:37.843858+00:00,https://github.com/betomartinezg/ggplot2,0,R,,2019-10-26T23:31:13Z,2019-10-26T23:31:47Z,0,0,
ggplot2,7,1,-20.72326583694641,200,accidental,False,0.0,https://github.com/tidyverse/ggplot2,2025-08-25T15:25:42.955538+00:00,https://github.com/T-Hughes/ggplot2,0,R,,2020-04-07T03:21:46Z,2020-04-08T05:42:40Z,0,0,
ggplot2,7,1,-20.72326583694641,200,clone_or_imitation,False,1.0,https://github.com/tidyverse/ggplot2,2025-08-25T15:25:43.863141+00:00,https://github.com/duthedd/ggplot2,1,R,,2017-06-08T11:44:07Z,2017-06-08T11:51:59Z,1,0,
ggplot2,7,1,-20.72326583694641,200,accidental,False,0.0,https://github.com/tidyverse/ggplot2,2025-08-25T15:25:44.689226+00:00,https://github.com/shenshenwu5/ggplot2,0,R,,2020-08-07T10:28:53Z,2020-08-07T10:37:19Z,0,0,
ggplot2,7,1,-20.72326583694641,200,accidental,False,0.0,https://github.com/tidyverse/ggplot2,2025-08-25T15:25:46.436079+00:00,https://github.com/kristinbalt/ggplot2,1,R,,2017-03-23T16:13:16Z,2017-03-23T16:40:15Z,0,0,This repository contains documents for my introduction to ggplot2 presentation.
ggplot2,7,1,-20.72326583694641,200,accidental,False,0.0,https://github.com/tidyverse/ggplot2,2025-08-25T15:25:47.277304+00:00,https://github.com/Neil-Gao/ggplot2,0,R,,2016-04-14T17:33:04Z,2016-04-14T17:43:15Z,0,0,ggplot2 tutorials
ggplot2,7,1,-20.72326583694641,200,accidental,False,0.0,https://github.com/tidyverse/ggplot2,2025-08-25T15:25:48.953203+00:00,https://github.com/aleksandra-perovic/ggplot2,0,R,,2024-12-04T08:48:10Z,2024-12-04T08:53:21Z,0,0,
ggplot2,7,1,-20.72326583694641,200,accidental,False,0.0,https://github.com/tidyverse/ggplot2,2025-08-25T15:25:50.692530+00:00,https://github.com/ganapap1/ggplot2,0,R,,2021-11-06T07:43:28Z,2021-11-06T07:49:47Z,0,0,ggplot2 package in R
ggplot2,7,1,-20.72326583694641,200,accidental,False,0.0,https://github.com/tidyverse/ggplot2,2025-08-25T15:25:51.540733+00:00,https://github.com/swapnilawasthi/ggplot2,0,R,,2017-11-11T03:05:13Z,2017-11-11T03:09:03Z,1,0,Data visualization using ggplot2 in R
ggplot2,7,1,-20.72326583694641,200,accidental,False,0.0,https://github.com/tidyverse/ggplot2,2025-08-25T15:25:54.026834+00:00,https://github.com/GabinMISARA/ggplot2,0,R,,2024-02-06T16:06:49Z,2024-02-16T14:48:20Z,0,0,
ggplot2,7,1,-20.72326583694641,200,accidental,False,0.0,https://github.com/tidyverse/ggplot2,2025-08-25T15:25:54.847220+00:00,https://github.com/chungma/ggplot2,0,R,,2017-01-06T03:15:04Z,2017-01-27T19:28:14Z,0,0,
ggplot2,7,1,-20.72326583694641,200,accidental,False,0.0,https://github.com/tidyverse/ggplot2,2025-08-25T15:25:59.913101+00:00,https://github.com/vik235/Ggplot2,0,R,,2018-04-14T17:49:36Z,2018-04-15T02:59:15Z,0,0,Ggplot2 exploration
ggplot2,7,1,-20.72326583694641,200,accidental,False,0.0,https://github.com/tidyverse/ggplot2,2025-08-25T15:26:02.400797+00:00,https://github.com/wanana12/ggplot2,0,R,,2023-12-10T02:47:53Z,2023-12-14T16:54:09Z,0,0,
ggplot2,7,1,-20.72326583694641,200,accidental,False,0.0,https://github.com/tidyverse/ggplot2,2025-08-25T15:26:08.293477+00:00,https://github.com/erickoukos/ggplot2,0,R,,2024-06-01T16:40:16Z,2024-06-01T18:21:36Z,0,0,Intro and Patchwork
ggplot2,7,1,-20.72326583694641,200,clone_or_imitation,False,1.0,https://github.com/tidyverse/ggplot2,2025-08-25T15:26:09.170929+00:00,https://github.com/Indie365/ggplot2,0,R,,2025-02-06T16:26:57Z,2025-02-06T16:30:51Z,0,0,
ggplot2,7,1,-20.72326583694641,200,accidental,False,0.0,https://github.com/tidyverse/ggplot2,2025-08-25T15:26:19.208628+00:00,https://github.com/Raunaq98/ggplot2,0,R,,2020-08-13T16:40:10Z,2020-08-13T19:52:32Z,0,0,
rlang,5,1,-20.72326583694641,73,official,False,0.0,https://github.com/r-lib/rlang,2025-08-25T15:27:16.458210+00:00,https://github.com/r-lib/rlang,537,R,r,2016-11-07T16:28:57Z,2025-08-11T19:55:04Z,144,151,Low-level API for programming with R
rlang,5,1,-20.72326583694641,73,accidental,False,0.0,https://github.com/r-lib/rlang,2025-08-25T15:27:19.765291+00:00,https://github.com/AutuanLiu/RLang,3,R,"data-analysis, r",2017-04-15T12:29:54Z,2017-08-22T13:10:55Z,0,0,科学统计实验与研究(数据方面)
rlang,5,1,-20.72326583694641,73,accidental,False,0.0,https://github.com/r-lib/rlang,2025-08-25T15:27:20.586898+00:00,https://github.com/iloveyii/rlang,3,R,,2024-09-05T11:13:02Z,2024-11-08T13:51:52Z,0,0,Dockerized version of R for DAT246 & DIT246GU
rlang,5,1,-20.72326583694641,73,clone_or_imitation,False,1.0,https://github.com/r-lib/rlang,2025-08-25T15:27:24.863868+00:00,https://github.com/cran/rlang,0,R,,2017-05-06T05:27:21Z,2025-04-11T09:34:37Z,0,0,":exclamation: This is a read-only mirror of the CRAN R package repository.  rlang — Functions for Base Types and Core R and 'Tidyverse' Features. Homepage: https://rlang.r-lib.org, https://github.com/r-lib/rlang  Report bugs for this package: https://github.com/r-lib/rlang/issues"
rlang,5,1,-20.72326583694641,73,accidental,False,0.0,https://github.com/r-lib/rlang,2025-08-25T15:27:26.511261+00:00,https://github.com/wuxb09/RLang,0,R,,2020-09-16T22:57:59Z,2020-12-21T12:09:27Z,0,0,
rlang,5,1,-20.72326583694641,73,accidental,False,0.0,https://github.com/r-lib/rlang,2025-08-25T15:27:28.133030+00:00,https://github.com/jhurley13/rlang,0,R,,2014-07-27T05:23:24Z,2014-07-27T05:29:38Z,0,0,R Language resources
rlang,5,1,-20.72326583694641,73,accidental,False,0.0,https://github.com/r-lib/rlang,2025-08-25T15:27:31.529257+00:00,https://github.com/JadeMin-school/rlang,0,R,example,2024-09-30T03:35:44Z,2024-10-21T00:39:15Z,0,0,
rlang,5,1,-20.72326583694641,73,accidental,False,0.0,https://github.com/r-lib/rlang,2025-08-25T15:27:33.144776+00:00,https://github.com/cerebrumaize/rlang,0,R,,2019-01-17T08:56:45Z,2019-01-21T09:18:54Z,0,0,
rlang,5,1,-20.72326583694641,73,accidental,False,0.0,https://github.com/r-lib/rlang,2025-08-25T15:27:33.973016+00:00,https://github.com/saksham190804/RLang,0,R,,2024-08-07T11:44:54Z,2024-08-07T11:46:12Z,0,0,
rlang,5,1,-20.72326583694641,73,accidental,False,0.0,https://github.com/r-lib/rlang,2025-08-25T15:27:34.806767+00:00,https://github.com/lvivJavaClub/rlang,0,R,,2024-12-12T08:57:12Z,2024-12-12T08:59:37Z,0,0,R programming language for declaratively creating graphics
rlang,5,1,-20.72326583694641,73,accidental,False,0.0,https://github.com/r-lib/rlang,2025-08-25T15:27:44.019888+00:00,https://github.com/deveshjagdale07/Rlang,0,R,,2025-06-07T02:36:35Z,2025-06-07T04:26:26Z,0,0,
rlang,5,1,-20.72326583694641,73,accidental,False,0.0,https://github.com/r-lib/rlang,2025-08-25T15:27:44.924078+00:00,https://github.com/samridhi-v/rlang,0,R,,2019-08-03T12:43:07Z,2023-04-19T11:15:48Z,0,0,
rlang,5,1,-20.72326583694641,73,accidental,False,0.0,https://github.com/r-lib/rlang,2025-08-25T15:27:46.599742+00:00,https://github.com/juanalencarvagas/RLang,0,R,,2021-10-31T00:42:46Z,2021-11-03T17:19:11Z,0,0,
rlang,5,1,-20.72326583694641,73,accidental,False,0.0,https://github.com/r-lib/rlang,2025-08-25T15:27:48.241918+00:00,https://github.com/McTonderski/RLang,0,R,,2024-01-09T21:32:33Z,2024-01-14T19:15:49Z,0,0,To learn R Lang that is the challenge
rlang,5,1,-20.72326583694641,73,accidental,False,0.0,https://github.com/r-lib/rlang,2025-08-25T15:27:49.099276+00:00,https://github.com/Hari2350/rlang,0,R,,2020-07-06T05:08:03Z,2020-07-08T04:03:26Z,0,0,
rlang,5,1,-20.72326583694641,73,accidental,False,0.0,https://github.com/r-lib/rlang,2025-08-25T15:27:49.941983+00:00,https://github.com/coolmacmaniac/rlang,0,R,,2019-01-17T14:58:02Z,2019-02-21T13:51:36Z,0,0,
rlang,5,1,-20.72326583694641,73,accidental,False,0.0,https://github.com/r-lib/rlang,2025-08-25T15:27:51.590889+00:00,https://github.com/wyster/rlang,0,R,,2021-01-14T11:15:04Z,2021-01-15T12:07:42Z,0,0,
rlang,5,1,-20.72326583694641,73,accidental,False,0.0,https://github.com/r-lib/rlang,2025-08-25T15:27:54.956605+00:00,https://github.com/RafaLG18/Rlang,0,R,,2023-04-10T11:29:01Z,2023-04-10T12:32:42Z,1,1,
rlang,5,1,-20.72326583694641,73,accidental,False,0.0,https://github.com/r-lib/rlang,2025-08-25T15:27:56.623940+00:00,https://github.com/Ro706/Rlang,1,R,,2024-01-25T18:31:22Z,2024-01-27T17:32:18Z,0,0,
rlang,5,1,-20.72326583694641,73,accidental,False,0.0,https://github.com/r-lib/rlang,2025-08-25T15:27:57.445858+00:00,https://github.com/ssance514/rlang,0,R,,2015-09-03T04:45:22Z,2016-08-28T00:25:17Z,0,0,
rlang,5,1,-20.72326583694641,73,accidental,False,0.0,https://github.com/r-lib/rlang,2025-08-25T15:27:58.282863+00:00,https://github.com/maximaze/RLang,0,R,,2023-05-04T09:55:03Z,2023-05-09T08:54:24Z,0,0,RLang
rlang,5,1,-20.72326583694641,73,accidental,False,0.0,https://github.com/r-lib/rlang,2025-08-25T15:27:59.142538+00:00,https://github.com/katsuP-UniLab/rLang,0,R,,2023-03-03T02:25:11Z,2023-03-05T18:19:05Z,0,0,some of uni-works
rlang,5,1,-20.72326583694641,73,accidental,False,0.0,https://github.com/r-lib/rlang,2025-08-25T15:28:00.872585+00:00,https://github.com/tianxiang84/rlang,0,R,,2020-09-01T19:58:16Z,2020-09-01T20:55:03Z,0,0,my exercise in R
rlang,5,1,-20.72326583694641,73,accidental,False,0.0,https://github.com/r-lib/rlang,2025-08-25T15:28:02.528768+00:00,https://github.com/Dembele/RLang,0,R,,2017-09-27T06:25:39Z,2018-01-05T15:39:32Z,0,0,
rlang,5,1,-20.72326583694641,73,accidental,False,0.0,https://github.com/r-lib/rlang,2025-08-25T15:28:03.339580+00:00,https://github.com/lb2391/rlang,0,R,,2015-02-22T14:18:33Z,2015-02-22T14:19:53Z,0,0,R Language Course
rlang,5,1,-20.72326583694641,73,accidental,False,0.0,https://github.com/r-lib/rlang,2025-08-25T15:28:07.479868+00:00,https://github.com/hknbykl/Rlang,0,R,,2025-06-11T23:00:45Z,2025-06-11T23:01:10Z,0,0,
rlang,5,1,-20.72326583694641,73,accidental,False,0.0,https://github.com/r-lib/rlang,2025-08-25T15:28:08.316614+00:00,https://github.com/pdkatsalem/rLang,0,R,,2021-02-10T11:46:53Z,2021-02-10T11:50:32Z,0,0,simple example API with R lang
rlang,5,1,-20.72326583694641,73,accidental,False,0.0,https://github.com/r-lib/rlang,2025-08-25T15:28:09.148768+00:00,https://github.com/tarsoqueiroz/Rlang,0,R,,2018-05-08T02:17:36Z,2021-04-09T20:37:50Z,0,0,R is a free software environment for statistical computing and graphics.
rlang,5,1,-20.72326583694641,73,accidental,False,0.0,https://github.com/r-lib/rlang,2025-08-25T15:28:13.347702+00:00,https://github.com/csitedexperts/RLang,0,R,,2018-10-22T12:11:01Z,2018-10-22T13:11:16Z,0,0,RLang Practice
rlang,5,1,-20.72326583694641,73,accidental,False,0.0,https://github.com/r-lib/rlang,2025-08-25T15:28:15.888783+00:00,https://github.com/essemenoff/Rlang,0,R,,2022-04-06T10:47:00Z,2022-08-26T08:43:21Z,0,0,
dplyr,5,1,-20.72326583694641,81,official,False,0.0,https://github.com/tidyverse/dplyr,2025-08-25T15:30:13.736275+00:00,https://github.com/tidyverse/dplyr,4925,R,"data-manipulation, grammar, r",2012-10-28T13:39:17Z,2025-08-19T15:44:10Z,2129,128,dplyr: A grammar of data manipulation
